player_shooting_stats_id,player_id,team_id,league_id,season_id,player_shooting_FK,player_shooting_G/Sh_new,player_shooting_Gls,player_shooting_G/SoT_new,player_shooting_PK,player_shooting_Sh,player_shooting_Sh/90_new,player_shooting_SoT,player_shooting_SoT/90_new,player_shooting_SoT%
1,2,PL_BRI_5,PL_1,1,0,0.09,2,0.25,0,23,2.62,8,0.91,0.35
1,2,PL_BRI_5,PL_1,1,0,0.09,2,0.25,0,23,13.29,8,4.62,0.35
2,2,PL_BRI_5,PL_1,1,0,0.09,2,0.25,0,23,2.62,8,0.91,0.35
2,2,PL_BRI_5,PL_1,1,0,0.09,2,0.25,0,23,13.29,8,4.62,0.35
3,67,PL_BRI_5,PL_1,1,0,0.05,1,0.2,0,22,1.24,5,0.28,0.23
3,67,PL_BRI_5,PL_1,1,0,0.05,1,0.2,0,22,1.27,5,0.29,0.23
3,67,PL_BRI_5,PL_1,1,0,0.05,1,0.2,0,22,2.33,5,0.53,0.23
3,67,PL_BRI_5,PL_1,1,0,0.05,1,0.2,0,22,2.74,5,0.62,0.23
3,67,PL_BRI_5,PL_1,1,0,0.05,1,0.2,0,22,5.49,5,1.25,0.23
4,67,PL_BRI_5,PL_1,1,0,0.05,1,0.2,0,22,1.24,5,0.28,0.23
4,67,PL_BRI_5,PL_1,1,0,0.05,1,0.2,0,22,1.27,5,0.29,0.23
4,67,PL_BRI_5,PL_1,1,0,0.05,1,0.2,0,22,2.33,5,0.53,0.23
4,67,PL_BRI_5,PL_1,1,0,0.05,1,0.2,0,22,2.74,5,0.62,0.23
4,67,PL_BRI_5,PL_1,1,0,0.05,1,0.2,0,22,5.49,5,1.25,0.23
5,74,PL_BRI_5,PL_1,1,0,0.04,1,0.14285714285714285,0,25,0.87,7,0.24,0.28
5,74,PL_BRI_5,PL_1,1,0,0.04,1,0.14285714285714285,0,25,1.13,7,0.32,0.28
5,74,PL_BRI_5,PL_1,1,0,0.04,1,0.14285714285714285,0,25,1.57,7,0.44,0.28
5,74,PL_BRI_5,PL_1,1,0,0.04,1,0.14285714285714285,0,25,1.97,7,0.55,0.28
5,74,PL_BRI_5,PL_1,1,0,0.04,1,0.14285714285714285,0,25,2.54,7,0.71,0.28
6,3,PL_WES_19,PL_1,1,11,0,0,0,0,19,0.63,4,0.13,0.21
6,3,PL_WES_19,PL_1,1,11,0,0,0,0,19,0.77,4,0.16,0.21
6,3,PL_WES_19,PL_1,1,11,0,0,0,0,19,2.07,4,0.44,0.21
6,3,PL_WES_19,PL_1,1,11,0,0,0,0,19,3.93,4,0.83,0.21
6,3,PL_WES_19,PL_1,1,11,0,0,0,0,19,5.4,4,1.14,0.21
7,3,PL_WES_19,PL_1,1,11,0,0,0,0,19,0.63,4,0.13,0.21
7,3,PL_WES_19,PL_1,1,11,0,0,0,0,19,0.77,4,0.16,0.21
7,3,PL_WES_19,PL_1,1,11,0,0,0,0,19,2.07,4,0.44,0.21
7,3,PL_WES_19,PL_1,1,11,0,0,0,0,19,3.93,4,0.83,0.21
7,3,PL_WES_19,PL_1,1,11,0,0,0,0,19,5.4,4,1.14,0.21
8,1663,PL_WES_19,PL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
9,1663,PL_WES_19,PL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
10,1206,BL_BAY_3,BL_1,1,3,0.1,2,0.3333333333333333,0,21,0.71,6,0.2,0.29
10,1206,BL_BAY_3,BL_1,1,3,0.1,2,0.3333333333333333,0,21,0.72,6,0.2,0.29
10,1206,BL_BAY_3,BL_1,1,3,0.1,2,0.3333333333333333,0,21,1.03,6,0.29,0.29
10,1206,BL_BAY_3,BL_1,1,3,0.1,2,0.3333333333333333,0,21,1.64,6,0.47,0.29
10,1206,BL_BAY_3,BL_1,1,3,0.1,2,0.3333333333333333,0,21,5.97,6,1.7,0.29
11,1206,BL_BAY_3,BL_1,1,3,0.1,2,0.3333333333333333,0,21,0.71,6,0.2,0.29
11,1206,BL_BAY_3,BL_1,1,3,0.1,2,0.3333333333333333,0,21,0.72,6,0.2,0.29
11,1206,BL_BAY_3,BL_1,1,3,0.1,2,0.3333333333333333,0,21,1.03,6,0.29,0.29
11,1206,BL_BAY_3,BL_1,1,3,0.1,2,0.3333333333333333,0,21,1.64,6,0.47,0.29
11,1206,BL_BAY_3,BL_1,1,3,0.1,2,0.3333333333333333,0,21,5.97,6,1.7,0.29
12,4,LL_GRA_11,LL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
13,461,LL_GRA_11,LL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
14,101,LL_GRA_11,LL_1,1,0,0,0,NaN,0,1,0.33,0,0,0
14,101,LL_GRA_11,LL_1,1,0,0,0,NaN,0,1,0.97,0,0,0
15,1204,BL_FRA_5,BL_1,1,0,0.1,1,0.5,0,10,0.74,2,0.15,0.2
16,925,L1_SAI_19,L1_1,1,0,0.16,3,0.75,0,19,1.88,4,0.39,0.21
16,925,L1_SAI_19,L1_1,1,0,0.16,3,0.75,0,19,38,4,8,0.21
17,925,L1_SAI_19,L1_1,1,0,0.16,3,0.75,0,19,1.88,4,0.39,0.21
17,925,L1_SAI_19,L1_1,1,0,0.16,3,0.75,0,19,38,4,8,0.21
18,38,L1_SAI_19,L1_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
19,82,L1_SAI_19,L1_1,1,2,0.08,2,0.16666666666666666,0,26,1.35,12,0.62,0.46
19,82,L1_SAI_19,L1_1,1,2,0.08,2,0.16666666666666666,0,26,2.16,12,1,0.46
19,82,L1_SAI_19,L1_1,1,2,0.08,2,0.16666666666666666,0,26,9.35,12,4.32,0.46
20,82,L1_SAI_19,L1_1,1,2,0.08,2,0.16666666666666666,0,26,1.35,12,0.62,0.46
20,82,L1_SAI_19,L1_1,1,2,0.08,2,0.16666666666666666,0,26,2.16,12,1,0.46
20,82,L1_SAI_19,L1_1,1,2,0.08,2,0.16666666666666666,0,26,9.35,12,4.32,0.46
21,367,BL_FRE_6,BL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
22,5,SA_BOL_3,SA_1,1,0,0,0,NaN,0,2,0.09,0,0,0
22,5,SA_BOL_3,SA_1,1,0,0,0,NaN,0,2,0.24,0,0,0
22,5,SA_BOL_3,SA_1,1,0,0,0,NaN,0,2,0.25,0,0,0
22,5,SA_BOL_3,SA_1,1,0,0,0,NaN,0,2,0.64,0,0,0
23,78,SA_BOL_3,SA_1,1,0,0.12,1,0.5,0,8,0.32,2,0.08,0.25
23,78,SA_BOL_3,SA_1,1,0,0.12,1,0.5,0,8,0.39,2,0.1,0.25
23,78,SA_BOL_3,SA_1,1,0,0.12,1,0.5,0,8,0.41,2,0.1,0.25
23,78,SA_BOL_3,SA_1,1,0,0.12,1,0.5,0,8,4.97,2,1.24,0.25
24,7,L1_MET_10,L1_1,1,0,0.24,4,0.6666666666666666,2,17,1.52,6,0.54,0.35
25,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,0.15,1,0.03,0.2
25,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,0.2,1,0.04,0.2
25,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,0.24,1,0.05,0.2
25,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,0.33,1,0.07,0.2
25,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,1.72,1,0.34,0.2
25,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,2.92,1,0.58,0.2
26,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,0.15,1,0.03,0.2
26,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,0.2,1,0.04,0.2
26,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,0.24,1,0.05,0.2
26,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,0.33,1,0.07,0.2
26,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,1.72,1,0.34,0.2
26,9,LL_CEL_7,LL_1,1,0,0,0,0,0,5,2.92,1,0.58,0.2
27,289,LL_CEL_7,LL_1,1,0,0,0,0,0,1,0.07,1,0.07,1
27,289,LL_CEL_7,LL_1,1,0,0,0,0,0,1,2.63,1,2.63,1
28,289,LL_CEL_7,LL_1,1,0,0,0,0,0,1,0.07,1,0.07,1
28,289,LL_CEL_7,LL_1,1,0,0,0,0,0,1,2.63,1,2.63,1
29,926,BL_LEV_12,BL_1,1,0,0,0,0,0,4,0.22,2,0.11,0.5
29,926,BL_LEV_12,BL_1,1,0,0,0,0,0,4,0.23,2,0.11,0.5
29,926,BL_LEV_12,BL_1,1,0,0,0,0,0,4,0.73,2,0.36,0.5
30,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.03,0,0,0
30,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.04,0,0,0
30,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.05,0,0,0
30,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.07,0,0,0
30,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.34,0,0,0
30,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.58,0,0,0
31,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.03,0,0,0
31,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.04,0,0,0
31,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.05,0,0,0
31,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.07,0,0,0
31,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.34,0,0,0
31,9,BL_MAI_13,BL_1,1,0,0,0,NaN,0,1,0.58,0,0,0
32,16,BL_MAI_13,BL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
33,73,BL_MAI_13,BL_1,1,0,0.07,1,0.16666666666666666,0,14,1.72,6,0.74,0.43
33,73,BL_MAI_13,BL_1,1,0,0.07,1,0.16666666666666666,0,14,4.84,6,2.08,0.43
34,470,BL_LEI_14,BL_1,1,4,0.11,4,0.3076923076923077,0,35,0.99,13,0.37,0.37
34,470,BL_LEI_14,BL_1,1,4,0.11,4,0.3076923076923077,0,35,1.2,13,0.45,0.37
34,470,BL_LEI_14,BL_1,1,4,0.11,4,0.3076923076923077,0,35,1.37,13,0.51,0.37
34,470,BL_LEI_14,BL_1,1,4,0.11,4,0.3076923076923077,0,35,1.46,13,0.54,0.37
34,470,BL_LEI_14,BL_1,1,4,0.11,4,0.3076923076923077,0,35,2.76,13,1.03,0.37
35,470,BL_LEI_14,BL_1,1,4,0.11,4,0.3076923076923077,0,35,0.99,13,0.37,0.37
35,470,BL_LEI_14,BL_1,1,4,0.11,4,0.3076923076923077,0,35,1.2,13,0.45,0.37
35,470,BL_LEI_14,BL_1,1,4,0.11,4,0.3076923076923077,0,35,1.37,13,0.51,0.37
35,470,BL_LEI_14,BL_1,1,4,0.11,4,0.3076923076923077,0,35,1.46,13,0.54,0.37
35,470,BL_LEI_14,BL_1,1,4,0.11,4,0.3076923076923077,0,35,2.76,13,1.03,0.37
36,1865,SA_SPZ_18,SA_1,1,1,0,0,NaN,0,9,1.84,0,0,0
37,10,PL_SHE_23,PL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
38,1569,PL_SHE_23,PL_1,1,0,0,0,0,0,7,0.24,2,0.07,0.29
38,1569,PL_SHE_23,PL_1,1,0,0,0,0,0,7,0.28,2,0.08,0.29
38,1569,PL_SHE_23,PL_1,1,0,0,0,0,0,7,0.3,2,0.09,0.29
39,1569,PL_SHE_23,PL_1,1,0,0,0,0,0,7,0.24,2,0.07,0.29
39,1569,PL_SHE_23,PL_1,1,0,0,0,0,0,7,0.28,2,0.08,0.29
39,1569,PL_SHE_23,PL_1,1,0,0,0,0,0,7,0.3,2,0.09,0.29
40,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,0.21,1,0.05,0.25
40,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,0.22,1,0.06,0.25
40,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,0.51,1,0.13,0.25
40,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,7.41,1,1.85,0.25
41,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,0.21,1,0.05,0.25
41,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,0.22,1,0.06,0.25
41,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,0.51,1,0.13,0.25
41,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,7.41,1,1.85,0.25
42,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,0.21,1,0.05,0.25
42,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,0.22,1,0.06,0.25
42,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,0.51,1,0.13,0.25
42,1666,BL_BRE_18,BL_1,1,0,0.25,1,1,0,4,7.41,1,1.85,0.25
43,1765,SA_LAZ_11,SA_1,1,0,0,0,NaN,0,9,0.29,0,0,0
43,1765,SA_LAZ_11,SA_1,1,0,0,0,NaN,0,9,0.32,0,0,0
43,1765,SA_LAZ_11,SA_1,1,0,0,0,NaN,0,9,0.33,0,0,0
43,1765,SA_LAZ_11,SA_1,1,0,0,0,NaN,0,9,0.34,0,0,0
43,1765,SA_LAZ_11,SA_1,1,0,0,0,NaN,0,9,4.74,0,0,0
44,68,SA_LAZ_11,SA_1,1,0,0.07,2,0.16666666666666666,0,27,0.82,12,0.36,0.44
44,68,SA_LAZ_11,SA_1,1,0,0.07,2,0.16666666666666666,0,27,0.89,12,0.4,0.44
44,68,SA_LAZ_11,SA_1,1,0,0.07,2,0.16666666666666666,0,27,1.04,12,0.46,0.44
44,68,SA_LAZ_11,SA_1,1,0,0.07,2,0.16666666666666666,0,27,8.79,12,3.91,0.44
44,68,SA_LAZ_11,SA_1,1,0,0.07,2,0.16666666666666666,0,27,79.41,12,35.29,0.44
45,1361,SA_LAZ_11,SA_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
46,84,BL_WOL_19,BL_1,1,0,0,0,0,0,7,0.77,3,0.33,0.43
46,84,BL_WOL_19,BL_1,1,0,0,0,0,0,7,175,3,75,0.43
47,84,BL_WOL_19,BL_1,1,0,0,0,0,0,7,0.77,3,0.33,0.43
47,84,BL_WOL_19,BL_1,1,0,0,0,0,0,7,175,3,75,0.43
48,11,SA_JUV_10,SA_1,1,0,0.08,2,0.18181818181818182,0,24,1.36,11,0.62,0.46
48,11,SA_JUV_10,SA_1,1,0,0.08,2,0.18181818181818182,0,24,1.98,11,0.91,0.46
48,11,SA_JUV_10,SA_1,1,0,0.08,2,0.18181818181818182,0,24,4.1,11,1.88,0.46
48,11,SA_JUV_10,SA_1,1,0,0.08,2,0.18181818181818182,0,24,21.82,11,10,0.46
49,11,SA_JUV_10,SA_1,1,0,0.08,2,0.18181818181818182,0,24,1.36,11,0.62,0.46
49,11,SA_JUV_10,SA_1,1,0,0.08,2,0.18181818181818182,0,24,1.98,11,0.91,0.46
49,11,SA_JUV_10,SA_1,1,0,0.08,2,0.18181818181818182,0,24,4.1,11,1.88,0.46
49,11,SA_JUV_10,SA_1,1,0,0.08,2,0.18181818181818182,0,24,21.82,11,10,0.46
50,108,SA_JUV_10,SA_1,1,0,0.12,4,0.3333333333333333,0,33,1.08,12,0.39,0.36
50,108,SA_JUV_10,SA_1,1,0,0.12,4,0.3333333333333333,0,33,1.12,12,0.41,0.36
50,108,SA_JUV_10,SA_1,1,0,0.12,4,0.3333333333333333,0,33,1.2,12,0.43,0.36
50,108,SA_JUV_10,SA_1,1,0,0.12,4,0.3333333333333333,0,33,1.28,12,0.47,0.36
50,108,SA_JUV_10,SA_1,1,0,0.12,4,0.3333333333333333,0,33,1.3,12,0.47,0.36
51,937,PL_SOU_17,PL_1,1,0,0.16,9,0.2903225806451613,0,55,1.86,31,1.05,0.56
51,937,PL_SOU_17,PL_1,1,0,0.16,9,0.2903225806451613,0,55,1.87,31,1.05,0.56
51,937,PL_SOU_17,PL_1,1,0,0.16,9,0.2903225806451613,0,55,2.43,31,1.37,0.56
51,937,PL_SOU_17,PL_1,1,0,0.16,9,0.2903225806451613,0,55,2.49,31,1.4,0.56
52,13,PL_MUN_14,PL_1,1,0,0.29,2,0.5,0,7,0.2,4,0.11,0.57
52,13,PL_MUN_14,PL_1,1,0,0.29,2,0.5,0,7,0.35,4,0.2,0.57
52,13,PL_MUN_14,PL_1,1,0,0.29,2,0.5,0,7,0.44,4,0.25,0.57
52,13,PL_MUN_14,PL_1,1,0,0.29,2,0.5,0,7,2.06,4,1.18,0.57
52,13,PL_MUN_14,PL_1,1,0,0.29,2,0.5,0,7,3.54,4,2.02,0.57
53,760,LL_CAD_6,LL_1,1,0,0,0,NaN,0,1,2.5,0,0,0
54,868,LL_CAD_6,LL_1,1,0,0.5,1,1,0,2,0.1,1,0.05,0.5
54,868,LL_CAD_6,LL_1,1,0,0.5,1,1,0,2,0.21,1,0.1,0.5
55,394,SA_PAM_14,SA_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
56,816,SA_PAM_14,SA_1,1,3,0.1,1,0.3333333333333333,0,10,0.55,3,0.17,0.3
57,18,LL_ALA_1,LL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
58,101,LL_ALA_1,LL_1,1,0,0,0,NaN,0,1,0.33,0,0,0
58,101,LL_ALA_1,LL_1,1,0,0,0,NaN,0,1,0.97,0,0,0
59,92,PL_LIV_12,PL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
60,304,PL_LIV_12,PL_1,1,0,1,1,1,0,1,0.04,1,0.04,1
60,304,PL_LIV_12,PL_1,1,0,1,1,1,0,1,0.27,1,0.27,1
60,304,PL_LIV_12,PL_1,1,0,1,1,1,0,1,0.28,1,0.28,1
60,304,PL_LIV_12,PL_1,1,0,1,1,1,0,1,0.3,1,0.3,1
60,304,PL_LIV_12,PL_1,1,0,1,1,1,0,1,0.36,1,0.36,1
61,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.04,0,0,0
61,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.07,0,0,0
61,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.2,0,0,0
61,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.39,0,0,0
61,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.83,0,0,0
61,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.88,0,0,0
61,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,1.89,0,0,0
62,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.04,0,0,0
62,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.07,0,0,0
62,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.2,0,0,0
62,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.39,0,0,0
62,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.83,0,0,0
62,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,0.88,0,0,0
62,863,LL_BAR_4,LL_1,1,0,0,0,NaN,0,1,1.89,0,0,0
63,27,L1_PSG_16,L1_1,1,0,0,0,NaN,0,4,0.41,0,0,0
63,27,L1_PSG_16,L1_1,1,0,0,0,NaN,0,4,0.75,0,0,0
63,27,L1_PSG_16,L1_1,1,0,0,0,NaN,0,4,2.41,0,0,0
64,27,L1_PSG_16,L1_1,1,0,0,0,NaN,0,4,0.41,0,0,0
64,27,L1_PSG_16,L1_1,1,0,0,0,NaN,0,4,0.75,0,0,0
64,27,L1_PSG_16,L1_1,1,0,0,0,NaN,0,4,2.41,0,0,0
65,371,LL_EIB_8,LL_1,1,5,0,0,0,0,27,0.87,2,0.06,0.07
66,29,L1_NAN_13,L1_1,1,1,0.21,3,0.5,0,14,1.37,6,0.59,0.43
66,29,L1_NAN_13,L1_1,1,1,0.21,3,0.5,0,14,2.06,6,0.88,0.43
66,29,L1_NAN_13,L1_1,1,1,0.21,3,0.5,0,14,16.09,6,6.9,0.43
67,39,L1_NAN_13,L1_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
68,40,L1_NAN_13,L1_1,1,0,0.08,2,0.5,1,26,1.01,4,0.15,0.15
68,40,L1_NAN_13,L1_1,1,0,0.08,2,0.5,1,26,1.02,4,0.16,0.15
68,40,L1_NAN_13,L1_1,1,0,0.08,2,0.5,1,26,1.39,4,0.21,0.15
68,40,L1_NAN_13,L1_1,1,0,0.08,2,0.5,1,26,5.44,4,0.84,0.15
69,1285,L1_NAN_13,L1_1,1,0,0,0,NaN,0,6,0.25,0,0,0
69,1285,L1_NAN_13,L1_1,1,0,0,0,NaN,0,6,0.26,0,0,0
69,1285,L1_NAN_13,L1_1,1,0,0,0,NaN,0,6,0.35,0,0,0
69,1285,L1_NAN_13,L1_1,1,0,0,0,NaN,0,6,0.68,0,0,0
70,1285,L1_NAN_13,L1_1,1,0,0,0,NaN,0,6,0.25,0,0,0
70,1285,L1_NAN_13,L1_1,1,0,0,0,NaN,0,6,0.26,0,0,0
70,1285,L1_NAN_13,L1_1,1,0,0,0,NaN,0,6,0.35,0,0,0
70,1285,L1_NAN_13,L1_1,1,0,0,0,NaN,0,6,0.68,0,0,0
71,32,LL_GET_10,LL_1,1,0,0,0,NaN,0,1,5,0,0,0
72,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,1.27,8,0.34,0.27
72,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,1.98,8,0.53,0.27
72,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,5.98,8,1.59,0.27
72,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,11.63,8,3.1,0.27
72,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,24.79,8,6.61,0.27
72,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,26.55,8,7.08,0.27
72,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,56.6,8,15.09,0.27
73,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,1.27,8,0.34,0.27
73,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,1.98,8,0.53,0.27
73,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,5.98,8,1.59,0.27
73,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,11.63,8,3.1,0.27
73,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,24.79,8,6.61,0.27
73,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,26.55,8,7.08,0.27
73,863,LL_GET_10,LL_1,1,0,0.07,2,0.25,0,30,56.6,8,15.09,0.27
74,1497,LL_GET_10,LL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
75,34,L1_ANG_1,L1_1,1,0,0,0,0,0,1,0.07,1,0.07,1
75,34,L1_ANG_1,L1_1,1,0,0,0,0,0,1,0.2,1,0.2,1
75,34,L1_ANG_1,L1_1,1,0,0,0,0,0,1,0.6,1,0.6,1
76,34,L1_ANG_1,L1_1,1,0,0,0,0,0,1,0.07,1,0.07,1
76,34,L1_ANG_1,L1_1,1,0,0,0,0,0,1,0.2,1,0.2,1
76,34,L1_ANG_1,L1_1,1,0,0,0,0,0,1,0.6,1,0.6,1
77,35,PL_EVE_8,PL_1,1,0,0.11,2,0.4,0,18,0.62,5,0.17,0.28
77,35,PL_EVE_8,PL_1,1,0,0.11,2,0.4,0,18,0.63,5,0.18,0.28
77,35,PL_EVE_8,PL_1,1,0,0.11,2,0.4,0,18,0.64,5,0.18,0.28
77,35,PL_EVE_8,PL_1,1,0,0.11,2,0.4,0,18,0.66,5,0.18,0.28
77,35,PL_EVE_8,PL_1,1,0,0.11,2,0.4,0,18,1.06,5,0.29,0.28
78,35,PL_EVE_8,PL_1,1,0,0.11,2,0.4,0,18,0.62,5,0.17,0.28
78,35,PL_EVE_8,PL_1,1,0,0.11,2,0.4,0,18,0.63,5,0.18,0.28
78,35,PL_EVE_8,PL_1,1,0,0.11,2,0.4,0,18,0.64,5,0.18,0.28
78,35,PL_EVE_8,PL_1,1,0,0.11,2,0.4,0,18,0.66,5,0.18,0.28
78,35,PL_EVE_8,PL_1,1,0,0.11,2,0.4,0,18,1.06,5,0.29,0.28
79,307,PL_EVE_8,PL_1,1,0,0,0,0,0,7,0.29,2,0.08,0.29
79,307,PL_EVE_8,PL_1,1,0,0,0,0,0,7,0.31,2,0.09,0.29
80,100,LL_OSA_14,LL_1,1,0,0.1,1,0.5,0,10,1.87,2,0.37,0.2
81,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,0.42,2,0.11,0.25
81,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,0.83,2,0.21,0.25
81,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,1.06,2,0.27,0.25
81,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,2.42,2,0.6,0.25
81,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,3.57,2,0.89,0.25
81,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,3.85,2,0.96,0.25
82,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,0.42,2,0.11,0.25
82,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,0.83,2,0.21,0.25
82,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,1.06,2,0.27,0.25
82,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,2.42,2,0.6,0.25
82,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,3.57,2,0.89,0.25
82,1584,LL_OSA_14,LL_1,1,0,0,0,0,0,8,3.85,2,0.96,0.25
83,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,1.61,9,0.5,0.31
83,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,2.57,9,0.8,0.31
83,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,4.37,9,1.36,0.31
83,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,13.55,9,4.21,0.31
83,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,55.77,9,17.31,0.31
84,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,1.61,9,0.5,0.31
84,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,2.57,9,0.8,0.31
84,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,4.37,9,1.36,0.31
84,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,13.55,9,4.21,0.31
84,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,55.77,9,17.31,0.31
85,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,1.61,9,0.5,0.31
85,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,2.57,9,0.8,0.31
85,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,4.37,9,1.36,0.31
85,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,13.55,9,4.21,0.31
85,85,LL_RSC_16,LL_1,1,4,0.14,4,0.4444444444444444,3,29,55.77,9,17.31,0.31
86,557,LL_RSC_16,LL_1,1,0,NaN,0,NaN,0,0,0,0,0,NaN
87,46,L1_STR_20,L1_1,1,0,0.11,1,0.5,1,9,1.47,2,0.33,0.22
